action,weekday,month,day,year,hour,score
discussion_entry,3,1,21,2016,10,6
discussion_entry,1,1,26,2016,11,3
discussion_entry,1,1,26,2016,12,3
discussion_entry,3,2,18,2016,7,6
discussion_entry,6,4,10,2016,15,3
discussion_entry,2,4,13,2016,19,6
