action,date,score,running_total
add_asset,2016-04-26,20,2261
get_like,2016-04-26,1,2262
add_asset,2016-04-26,20,2282
get_asset_comment,2016-04-26,1,2283
get_like,2016-04-26,1,2284
get_like,2016-04-26,1,2285
like,2016-04-26,1,2286
asset_comment,2016-04-26,3,2289
get_asset_comment,2016-04-26,1,2290
like,2016-04-26,1,2291
like,2016-04-26,1,2292
like,2016-04-26,1,2293
like,2016-04-26,1,2294
like,2016-04-26,1,2295
like,2016-04-26,1,2296
like,2016-04-26,1,2297
like,2016-04-26,1,2298
get_asset_comment,2016-04-26,1,2299
get_like,2016-04-26,1,2300
get_like,2016-04-26,1,2301
get_asset_comment_reply,2016-04-26,1,2302
get_like,2016-04-26,1,2303
get_like,2016-04-26,1,2304
get_asset_comment,2016-04-26,1,2305
get_like,2016-04-26,1,2306
get_asset_comment,2016-04-26,1,2307
get_like,2016-04-26,1,2308
get_asset_comment,2016-04-26,1,2309
get_like,2016-04-26,1,2310
get_like,2016-04-26,1,2311
get_asset_comment,2016-04-26,1,2312
asset_comment,2016-04-26,3,2315
get_like,2016-04-26,1,2316
get_like,2016-04-26,1,2317
get_like,2016-04-26,1,2318
get_asset_comment,2016-04-26,1,2319
get_like,2016-04-26,1,2320
get_like,2016-04-26,1,2321
get_like,2016-04-26,1,2322
get_like,2016-04-27,1,2323
get_like,2016-04-27,1,2324
